displacement_type,combined_type,month,duration_days,latitude,longitude,year,region,is_large_event
Disaster,Drought,12,6,4.338205,43.06956,2025,Bakool,0
Disaster,Drought,12,6,3.206,42.35912,2025,Gedo,1
Conflict,Conflict,12,6,0.63523,42.30405,2025,Lower Juba,0
Disaster,Drought,12,6,3.504575,42.451645,2025,Gedo,0
Disaster,Drought,12,6,3.43559,41.7337,2025,Gedo,1
Conflict,Conflict,12,6,1.109765,41.92446,2025,Lower Juba,0
Disaster,Drought,12,6,7.947044999999999,48.982305,2025,Other,0
Disaster,Drought,12,6,7.8022,48.39912,2025,Other,0
Disaster,Drought,12,6,7.10079,48.11134,2025,Mudug,0
Disaster,Drought,12,6,6.76972,47.43083,2025,Mudug,0
Disaster,Drought,12,6,2.37123,42.85627,2025,Bay,0
Disaster,Drought,12,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,12,6,3.90006,45.53233,2025,Hiiraan,0
Disaster,Drought,12,6,3.65137,43.77801,2025,Bay,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Other,1
Disaster,Drought,12,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,12,6,9.52213,45.53363,2025,Other,0
Disaster,Drought,12,6,3.99603,43.225195,2025,Gedo,0
Disaster,Drought,12,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,12,6,2.3372449,42.2849308,2025,Other,0
Disaster,Drought,12,6,10.33524,49.110935,2025,Bari,0
Disaster,Drought,12,6,2.40941,42.97458,2025,Bay,1
Disaster,Drought,12,6,3.40883,42.49045,2025,Gedo,0
Disaster,Drought,12,6,8.652145,48.953385,2025,Other,0
Disaster,Drought,12,6,8.102135,48.44098,2025,Other,0
Disaster,Drought,12,6,4.431395,43.952275,2025,Bakool,0
Disaster,Drought,12,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,1
Disaster,Drought,12,6,2.96448,43.244955,2025,Bay,1
Disaster,Drought,12,6,8.796990000000001,49.53657,2025,Other,0
Disaster,Drought,12,6,11.093095,49.104365,2025,Sanaag,0
Disaster,Drought,12,6,8.40207,48.48284,2025,Other,0
Disaster,Drought,12,6,10.625525,48.515795,2025,Sanaag,0
Disaster,Drought,12,6,2.81513,42.84011,2025,Bay,1
Disaster,Drought,12,6,-1.03316,41.49775,2025,Lower Juba,0
Disaster,Drought,12,6,3.55818,42.895295,2025,Bay,0
Disaster,Drought,12,6,4.09572,43.023505,2025,Gedo,0
Disaster,Drought,12,6,3.10628,42.759375000000006,2025,Bay,0
Disaster,Drought,12,6,3.90284,42.34248,2025,Gedo,0
Disaster,Drought,12,6,4.122905,42.676205,2025,Gedo,0
Disaster,Drought,12,6,3.20597,42.557685000000006,2025,Bay,0
Disaster,Drought,12,6,10.817765,48.86792,2025,Sanaag,0
Disaster,Drought,12,6,10.602505,49.814965,2025,Bari,0
Disaster,Drought,12,6,7.03917,47.22166,2025,Mudug,0
Disaster,Drought,12,6,6.904445000000001,47.326245,2025,Mudug,0
Disaster,Drought,12,6,0.82276595,42.33022355,2025,Middle Juba,1
Disaster,Drought,12,6,5.28157,45.972645,2025,Bari,0
Disaster,Drought,12,6,4.18891,43.90622,2025,Bakool,0
Disaster,Drought,12,6,7.822825,47.389785,2025,Hiiraan,0
Disaster,Drought,12,6,10.2117,49.45379,2025,Bari,1
Disaster,Drought,12,6,0.849155,42.403855,2025,Lower Juba,0
Disaster,Drought,12,6,3.40329,45.61273,2025,Hiiraan,0
Disaster,Drought,12,6,10.53683,48.69568,2025,Sanaag,0
Disaster,Drought,12,6,10.71422,48.33591,2025,Sanaag,0
Disaster,Drought,12,6,3.30914,42.69214,2025,Gedo,0
Disaster,Drought,12,6,10.92131,49.39993,2025,Bari,1
Disaster,Drought,12,6,11.19664,49.636375,2025,Bari,0
Conflict,Conflict,12,6,0.63523,42.30405,2025,Lower Juba,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,0
Conflict,Conflict,12,6,0.14325,42.800965000000005,2025,Middle Juba,0
Disaster,Drought,12,6,0.617785,42.421375,2025,Lower Juba,0
Conflict,Conflict,12,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,0
Conflict,Conflict,12,6,0.419905,42.64308,2025,Middle Juba,0
Disaster,Drought,12,6,2.76162,43.31219,2025,Bay,0
Disaster,Drought,12,6,3.010565,42.599615,2025,Gedo,1
Disaster,Drought,12,6,9.74917,48.82194,2025,Sanaag,0
Disaster,Drought,12,6,0.5909,41.78618,2025,Lower Juba,0
Disaster,Drought,12,6,1.94751,44.978415,2025,Banaadir,1
Disaster,Drought,12,6,2.610505,44.53832,2025,Bay,1
Conflict,Conflict,12,6,2.12264,45.27402,2025,Other,0
Conflict,Conflict,12,6,2.4494100000000003,45.166655,2025,Banaadir,0
Conflict,Conflict,12,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,12,6,4.72434,45.37964,2025,Hiiraan,0
Conflict,Conflict,12,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,12,6,1.500155,42.38038,2025,Lower Juba,1
Disaster,Drought,12,6,3.206,42.35912,2025,Gedo,1
Disaster,Drought,12,6,3.80315,42.54417,2025,Gedo,0
Disaster,Drought,12,6,3.4987527,46.5933382,2025,Other,0
Conflict,Conflict,12,6,10.61616,47.36795,2025,Sanaag,0
Disaster,Drought,12,6,4.79177,47.83519,2025,Mudug,1
Conflict,Conflict,12,6,2.4494100000000003,45.166655,2025,Banaadir,1
Disaster,Drought,12,6,3.80315,42.54417,2025,Gedo,0
Conflict,Conflict,12,6,0.419905,42.64308,2025,Middle Juba,0
Conflict,Conflict,12,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,1
Conflict,Conflict,12,6,0.14325,42.800965000000005,2025,Middle Juba,0
Conflict,Conflict,12,6,0.63523,42.30405,2025,Lower Juba,0
Disaster,Drought,12,6,3.90006,45.53233,2025,Hiiraan,0
Disaster,Drought,12,6,4.72434,45.37964,2025,Hiiraan,0
Disaster,Drought,12,6,3.43559,41.7337,2025,Gedo,1
Conflict,Conflict,12,6,4.18891,43.90622,2025,Bakool,0
Disaster,Drought,12,6,2.96448,43.244955,2025,Bay,0
Disaster,Drought,12,6,1.03809095,41.99119355,2025,Other,0
Disaster,Drought,12,6,7.16241,49.00102,2025,Mudug,0
Disaster,Drought,12,6,3.81645,43.43285,2025,Bakool,1
Disaster,Drought,12,6,3.40329,45.61273,2025,Hiiraan,0
Disaster,Drought,12,6,2.81513,42.84011,2025,Bay,1
Disaster,Drought,12,6,10.625525,48.515795,2025,Sanaag,0
Disaster,Drought,12,6,2.40941,42.97458,2025,Bay,1
Conflict,Conflict,12,6,4.029865,43.322235000000006,2025,Bakool,0
Disaster,Drought,12,6,4.18891,43.90622,2025,Bakool,0
Disaster,Drought,12,6,2.3372449,42.2849308,2025,Other,1
Disaster,Drought,12,6,10.71422,48.33591,2025,Sanaag,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Other,1
Disaster,Drought,12,6,8.95208,48.995245,2025,Other,0
Disaster,Drought,12,6,8.40207,48.48284,2025,Other,0
Disaster,Drought,12,6,2.37332745,42.6297554,2025,Other,0
Disaster,Drought,12,6,4.431395,43.952275,2025,Bakool,0
Disaster,Drought,12,6,6.76972,47.43083,2025,Mudug,0
Disaster,Drought,12,6,8.102135,48.44098,2025,Other,0
Disaster,Drought,12,6,7.03917,47.22166,2025,Mudug,0
Disaster,Drought,12,6,9.74917,48.82194,2025,Sanaag,0
Disaster,Drought,12,6,10.602505,49.814965,2025,Bari,0
Disaster,Drought,12,6,2.1381,45.1212,2025,Other,1
Disaster,Drought,12,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,12,6,3.30914,42.69214,2025,Gedo,0
Disaster,Drought,12,6,10.2117,49.45379,2025,Bari,1
Disaster,Drought,12,6,3.206,42.35912,2025,Gedo,1
Disaster,Drought,12,6,11.19664,49.636375,2025,Bari,1
Disaster,Drought,12,6,0.5909,41.78618,2025,Lower Juba,0
Conflict,Conflict,12,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,12,6,2.6861757,41.441251,2025,Gedo,1
Conflict,Conflict,12,6,2.1381,45.1212,2025,Other,1
Disaster,Drought,12,6,3.010565,42.599615,2025,Gedo,1
Disaster,Drought,12,6,0.63383,42.742885,2025,Middle Juba,0
Disaster,Drought,12,6,2.48537,44.00688,2025,Bay,0
Disaster,Drought,12,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,12,6,3.90949,42.786820000000006,2025,Gedo,0
Disaster,Drought,12,6,3.819545,43.53662,2025,Gedo,0
Disaster,Drought,12,6,3.4584900000000003,43.096985,2025,Bay,0
Disaster,Drought,12,6,9.52213,45.53363,2025,Other,0
Disaster,Drought,12,6,3.14426,43.275525,2025,Bay,0
Disaster,Drought,12,6,2.99337,45.56808,2025,Other,0
Disaster,Drought,12,6,1.500155,42.38038,2025,Lower Juba,1
Disaster,Drought,12,6,8.796990000000001,49.53657,2025,Other,0
Disaster,Drought,12,6,-1.03316,41.49775,2025,Lower Juba,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,0
Disaster,Drought,12,6,10.61616,47.36795,2025,Sanaag,0
Disaster,Drought,12,6,0.849155,42.403855,2025,Lower Juba,0
Disaster,Drought,12,6,7.16241,49.00102,2025,Mudug,0
Disaster,Drought,12,6,6.76972,47.43083,2025,Mudug,0
Disaster,Drought,12,6,7.03917,47.22166,2025,Mudug,0
Disaster,Drought,12,6,7.10079,48.11134,2025,Mudug,0
Disaster,Drought,12,6,6.904445000000001,47.326245,2025,Mudug,0
Disaster,Drought,12,6,2.81513,42.84011,2025,Bay,0
Disaster,Drought,12,6,4.72434,45.37964,2025,Hiiraan,0
Disaster,Drought,12,6,3.90006,45.53233,2025,Hiiraan,0
Disaster,Drought,12,6,3.206,42.35912,2025,Gedo,0
Conflict,Conflict,12,6,4.029865,43.322235000000006,2025,Bakool,0
Disaster,Drought,12,6,3.09074,46.26398,2025,Other,0
Disaster,Drought,12,6,2.6861757,41.441251,2025,Gedo,1
Conflict,Conflict,12,6,0.63523,42.30405,2025,Lower Juba,0
Disaster,Drought,12,6,0.63383,42.742885,2025,Middle Juba,0
Disaster,Drought,12,6,4.431395,43.952275,2025,Bakool,0
Disaster,Drought,12,6,3.40329,45.61273,2025,Hiiraan,0
Disaster,Drought,12,6,3.43559,41.7337,2025,Gedo,1
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,0
Conflict,Conflict,12,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Conflict,Conflict,12,6,2.12264,45.27402,2025,Other,0
Conflict,Conflict,12,6,2.10718,45.42684,2025,Banaadir,0
Disaster,Drought,12,6,8.796990000000001,49.53657,2025,Other,0
Conflict,Conflict,12,6,0.419905,42.64308,2025,Middle Juba,0
Conflict,Conflict,12,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Other,0
Disaster,Drought,12,6,3.81645,43.43285,2025,Bakool,1
Disaster,Drought,12,6,10.625525,48.515795,2025,Sanaag,0
Conflict,Conflict,12,6,2.4494100000000003,45.166655,2025,Banaadir,1
Conflict,Conflict,12,6,4.18891,43.90622,2025,Bakool,0
Disaster,Drought,12,6,2.40941,42.97458,2025,Bay,1
Disaster,Drought,12,6,2.3372449,42.2849308,2025,Other,0
Disaster,Drought,12,6,0.617785,42.421375,2025,Lower Juba,0
Disaster,Drought,12,6,1.109765,41.92446,2025,Lower Juba,0
Disaster,Drought,12,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,12,6,3.80315,42.54417,2025,Gedo,0
Conflict,Conflict,12,6,0.14325,42.800965000000005,2025,Middle Juba,0
Conflict,Conflict,12,6,4.24328,43.21162,2025,Bakool,0
Disaster,Drought,12,6,0.3571749999999999,42.90077,2025,Lower Juba,0
Conflict,Conflict,12,6,1.03809095,41.99119355,2025,Other,0
Disaster,Drought,12,6,1.03809095,41.99119355,2025,Other,0
Disaster,Drought,12,6,0.54611095,42.48810855,2025,Middle Juba,0
Disaster,Drought,12,6,2.96448,43.244955,2025,Bay,0
Disaster,Drought,12,6,9.28238,46.49009,2025,Other,0
Disaster,Drought,12,6,2.48537,44.00688,2025,Bay,0
Disaster,Drought,12,6,7.947044999999999,48.982305,2025,Other,0
Disaster,Drought,12,6,9.50209,49.50765,2025,Bari,1
Disaster,Drought,12,6,8.102135,48.44098,2025,Other,0
Disaster,Drought,12,6,0.5909,41.78618,2025,Lower Juba,0
Conflict,Conflict,12,6,0.0824099999999999,42.119275,2025,Lower Juba,0
Disaster,Drought,12,6,10.61616,47.36795,2025,Sanaag,0
Conflict,Conflict,12,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,12,6,9.52213,45.53363,2025,Other,0
Disaster,Drought,11,6,3.43559,41.7337,2025,Gedo,0
Disaster,Drought,11,6,3.80315,42.54417,2025,Gedo,0
Disaster,Drought,11,6,9.50209,49.50765,2025,Other,0
Conflict,Conflict,11,6,2.12264,45.27402,2025,Other,1
Disaster,Drought,11,6,2.81513,42.84011,2025,Bay,1
Conflict,Conflict,11,6,10.877835,50.05141,2025,Bari,1
Disaster,Drought,11,6,9.342885,49.35642,2025,Other,1
Disaster,Drought,11,6,9.74917,48.82194,2025,Sanaag,0
Disaster,Drought,11,6,9.892895,49.868825,2025,Bari,1
Disaster,Drought,11,6,3.90006,45.53233,2025,Hiiraan,0
Conflict,Conflict,11,6,4.24328,43.21162,2025,Bakool,0
Disaster,Drought,11,6,4.72434,45.37964,2025,Hiiraan,0
Conflict,Conflict,11,6,4.029865,43.322235000000006,2025,Bakool,0
Conflict,Conflict,11,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,11,6,3.40329,45.61273,2025,Hiiraan,0
Disaster,Drought,11,6,8.652145,48.953385,2025,Other,0
Disaster,Drought,11,6,0.63383,42.742885,2025,Middle Juba,0
Conflict,Conflict,11,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Conflict,Conflict,11,6,0.14325,42.800965000000005,2025,Middle Juba,0
Conflict,Conflict,11,6,11.19664,49.636375,2025,Bari,1
Conflict,Conflict,11,6,3.81645,43.43285,2025,Bakool,1
Disaster,Drought,11,6,9.50209,49.50765,2025,Bari,0
Disaster,Drought,11,6,9.878900000000002,47.43771,2025,Sanaag,1
Disaster,Drought,11,6,9.74917,48.82194,2025,Sanaag,0
Disaster,Drought,11,6,9.527085,47.502185,2025,Sanaag,1
Conflict,Conflict,11,6,1.94751,44.978415,2025,Banaadir,1
Conflict,Conflict,11,6,0.617785,42.421375,2025,Lower Juba,0
Conflict,Conflict,11,6,10.602505,49.814965,2025,Bari,1
Disaster,Drought,11,6,2.40941,42.97458,2025,Bay,1
Disaster,Drought,11,6,9.04295,49.31456,2025,Other,1
Conflict,Conflict,11,6,2.12264,45.27402,2025,Other,1
Disaster,Drought,11,6,8.102135,48.44098,2025,Other,0
Disaster,Drought,11,6,9.50209,49.50765,2025,Bari,0
Disaster,Drought,11,6,9.892895,49.868825,2025,Bari,1
Disaster,Drought,11,6,0.54611095,42.48810855,2025,Middle Juba,0
Disaster,Drought,11,6,9.892895,49.868825,2025,Bari,1
Disaster,Drought,11,6,9.342885,49.35642,2025,Other,1
Disaster,Drought,11,6,1.03809095,41.99119355,2025,Other,1
Disaster,Drought,11,6,1.109765,41.92446,2025,Lower Juba,0
Disaster,Drought,11,6,9.28238,46.49009,2025,Other,0
Disaster,Drought,11,6,10.71422,48.33591,2025,Sanaag,0
Conflict,Conflict,11,6,0.14325,42.800965000000005,2025,Middle Juba,0
Conflict,Conflict,11,6,4.24328,43.21162,2025,Bakool,0
Disaster,Drought,11,6,3.40329,45.61273,2025,Hiiraan,0
Disaster,Drought,11,6,4.72434,45.37964,2025,Hiiraan,0
Disaster,Drought,11,6,3.90006,45.53233,2025,Hiiraan,0
Disaster,Drought,11,6,0.3571749999999999,42.90077,2025,Lower Juba,0
Conflict,Conflict,11,6,3.71906,41.937245,2025,Gedo,0
Disaster,Drought,11,6,9.52213,45.53363,2025,Other,0
Disaster,Drought,11,6,9.50209,49.50765,2025,Other,0
Disaster,Drought,11,6,8.24698,49.024165,2025,Other,0
Disaster,Drought,11,6,1.98293745,42.1738354,2025,Other,0
Disaster,Drought,11,6,7.8022,48.39912,2025,Other,0
Disaster,Drought,11,6,6.966065,48.215925,2025,Mudug,0
Disaster,Drought,11,6,6.904445000000001,47.326245,2025,Mudug,0
Disaster,Drought,11,6,8.27063,48.364655,2025,Mudug,0
Disaster,Drought,11,6,2.3372449,42.2849308,2025,Other,0
Disaster,Drought,11,6,3.24606135,46.0807091,2025,Other,0
Disaster,Drought,11,6,2.37332745,42.6297554,2025,Other,1
Conflict,Conflict,11,6,0.419905,42.64308,2025,Middle Juba,0
Disaster,Drought,11,6,0.5909,41.78618,2025,Lower Juba,0
Disaster,Drought,11,6,3.43559,41.7337,2025,Gedo,0
Conflict,Conflict,11,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,11,6,8.95208,48.995245,2025,Other,0
Disaster,Drought,11,6,2.48537,44.00688,2025,Bay,0
Disaster,Drought,11,6,6.76972,47.43083,2025,Mudug,0
Disaster,Drought,11,6,7.16241,49.00102,2025,Mudug,0
Disaster,Drought,11,6,0.63383,42.742885,2025,Middle Juba,0
Disaster,Drought,11,6,8.652145,48.953385,2025,Other,0
Disaster,Drought,11,6,7.947044999999999,48.982305,2025,Other,0
Disaster,Drought,11,6,2.96448,43.244955,2025,Bay,0
Disaster,Drought,11,6,3.206,42.35912,2025,Gedo,0
Conflict,Conflict,11,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Conflict,Conflict,11,6,0.63523,42.30405,2025,Lower Juba,0
Disaster,Drought,11,6,7.72062,47.85225,2025,Mudug,0
Disaster,Drought,11,6,7.28596,47.914975,2025,Other,0
Disaster,Drought,11,6,7.03917,47.22166,2025,Mudug,0
Disaster,Drought,11,6,7.10079,48.11134,2025,Mudug,0
Conflict,Conflict,11,6,4.45858,43.604975,2025,Bakool,0
Disaster,Drought,11,6,0.82276595,42.33022355,2025,Middle Juba,1
Disaster,Drought,11,6,2.81513,42.84011,2025,Bay,1
Disaster,Drought,11,6,2.37123,42.85627,2025,Bay,1
Disaster,Drought,11,6,10.381885,47.028245,2025,Sanaag,0
Disaster,Drought,11,6,3.30914,42.69214,2025,Gedo,0
Disaster,Drought,11,6,3.81645,43.43285,2025,Bakool,0
Disaster,Drought,11,6,3.80315,42.54417,2025,Gedo,0
Disaster,Drought,11,6,10.14761,46.68854,2025,Sanaag,0
Disaster,Drought,11,6,3.90949,42.786820000000006,2025,Gedo,0
Disaster,Drought,11,6,4.216095,43.55892,2025,Bakool,0
Disaster,Drought,11,6,4.431395,43.952275,2025,Bakool,0
Conflict,Conflict,11,6,4.029865,43.322235000000006,2025,Bakool,0
Disaster,Drought,11,6,3.20597,42.557685000000006,2025,Bay,0
Disaster,Drought,11,6,10.625525,48.515795,2025,Sanaag,0
Disaster,Drought,11,6,9.83487,46.111085,2025,Other,0
Disaster,Drought,11,6,10.92131,49.39993,2025,Bari,0
Disaster,Drought,11,6,9.52213,45.53363,2025,Other,0
Conflict,Conflict,11,6,4.029865,43.322235000000006,2025,Bakool,0
Conflict,Conflict,11,6,11.19664,49.636375,2025,Bari,1
Disaster,Drought,11,6,6.514245,47.413385,2025,Banaadir,0
Conflict,Conflict,11,6,0.63523,42.30405,2025,Lower Juba,0
Conflict,Conflict,11,6,0.419905,42.64308,2025,Middle Juba,0
Conflict,Conflict,11,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Conflict,Conflict,11,6,1.03809095,41.99119355,2025,Other,0
Conflict,Conflict,11,6,0.82276595,42.33022355,2025,Middle Juba,0
Conflict,Conflict,11,6,0.54611095,42.48810855,2025,Middle Juba,0
Disaster,Drought,11,6,7.28596,47.914975,2025,Other,0
Disaster,Drought,11,6,8.52916065,48.0129103,2025,Bari,0
Disaster,Drought,11,6,10.602505,49.814965,2025,Bari,0
Disaster,Drought,11,6,10.14761,46.68854,2025,Sanaag,0
Disaster,Drought,11,6,7.01757,46.524865,2025,Bay,0
Disaster,Drought,11,6,11.19664,49.636375,2025,Bari,0
Conflict,Conflict,11,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,11,6,3.80315,42.54417,2025,Gedo,0
Disaster,Drought,11,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,1
Disaster,Drought,11,6,0.5909,41.78618,2025,Lower Juba,0
Disaster,Drought,11,6,3.20597,42.557685000000006,2025,Bay,0
Disaster,Drought,11,6,3.43559,41.7337,2025,Gedo,0
Disaster,Drought,11,6,9.74917,48.82194,2025,Sanaag,0
Disaster,Drought,11,6,7.8022,48.39912,2025,Other,0
Disaster,Drought,11,6,8.652145,48.953385,2025,Other,0
Conflict,Conflict,11,6,3.71906,41.937245,2025,Gedo,0
Disaster,Drought,11,6,9.637085,49.13597,2025,Other,0
Disaster,Drought,11,6,10.61616,47.36795,2025,Sanaag,0
Disaster,Drought,11,6,7.16241,49.00102,2025,Mudug,0
Disaster,Drought,11,6,6.76972,47.43083,2025,Mudug,0
Disaster,Drought,11,6,7.10079,48.11134,2025,Mudug,0
Disaster,Drought,11,6,7.56553,48.393575,2025,Other,0
Disaster,Drought,11,6,2.40941,42.97458,2025,Bay,0
Disaster,Drought,11,6,7.420685000000001,47.81039,2025,Other,0
Disaster,Drought,11,6,4.72434,45.37964,2025,Hiiraan,0
Disaster,Drought,11,6,3.90006,45.53233,2025,Hiiraan,0
Disaster,Drought,11,6,6.966065,48.215925,2025,Mudug,0
Disaster,Drought,11,6,3.40329,45.61273,2025,Hiiraan,0
Conflict,Conflict,11,6,0.25861595,42.33230855,2025,Lower Juba,1
Disaster,Drought,11,6,10.381885,47.028245,2025,Sanaag,1
Conflict,Conflict,11,6,3.81645,43.43285,2025,Bakool,1
Conflict,Conflict,11,6,0.06968,42.74497,2025,Lower Juba,1
Disaster,Drought,11,6,10.625525,48.515795,2025,Sanaag,0
Disaster,Drought,11,6,10.71422,48.33591,2025,Sanaag,0
Disaster,Drought,11,6,7.72062,47.85225,2025,Mudug,0
Disaster,Drought,11,6,9.402255,46.01186,2025,Other,0
Disaster,Drought,11,6,9.28238,46.49009,2025,Other,0
Disaster,Drought,11,6,2.81513,42.84011,2025,Bay,0
Conflict,Conflict,11,6,4.24328,43.21162,2025,Bakool,0
Conflict,Conflict,11,6,1.109765,41.92446,2025,Lower Juba,0
Conflict,Conflict,11,6,0.617785,42.421375,2025,Lower Juba,0
Disaster,Drought,11,6,8.775065,48.45214,2025,Other,0
Disaster,Drought,11,6,8.95208,48.995245,2025,Other,0
Disaster,Drought,11,6,8.102135,48.44098,2025,Other,0
Conflict,Conflict,11,6,3.8098,42.988510000000005,2025,Gedo,0
Conflict,Conflict,11,6,2.12264,45.27402,2025,Other,1
Disaster,Drought,11,6,2.99337,45.56808,2025,Other,0
Conflict,Conflict,11,6,0.14325,42.800965000000005,2025,Middle Juba,0
Disaster,Drought,11,6,9.50209,49.50765,2025,Bari,1
Disaster,Drought,11,6,9.50209,49.50765,2025,Other,1
Disaster,Drought,11,6,3.206,42.35912,2025,Gedo,0
Disaster,Drought,11,6,8.27063,48.364655,2025,Mudug,0
Disaster,Drought,11,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,11,6,3.819545,43.53662,2025,Gedo,0
Disaster,Drought,11,6,7.947044999999999,48.982305,2025,Other,0
Disaster,Drought,11,6,0.63383,42.742885,2025,Middle Juba,0
Disaster,Drought,11,6,1.109765,41.92446,2025,Lower Juba,0
Disaster,Drought,11,6,9.21201,46.99878,2025,Other,1
Conflict,Conflict,11,6,2.4494100000000003,45.166655,2025,Banaadir,1
Conflict,Conflict,11,6,0.2977349999999999,41.780245,2025,Lower Juba,0
Conflict,Conflict,11,6,-0.194245,42.27716,2025,Lower Juba,0
Disaster,Drought,11,6,0.63383,42.742885,2025,Middle Juba,0
Conflict,Conflict,11,6,1.109765,41.92446,2025,Lower Juba,0
Conflict,Conflict,11,6,0.89444,42.26349,2025,Lower Juba,0
Disaster,Drought,11,6,0.5909,41.78618,2025,Lower Juba,0
Disaster,Drought,11,6,3.24395,43.073835,2025,Bay,0
Disaster,Drought,11,6,11.19664,49.636375,2025,Bari,0
Conflict,Conflict,11,6,11.19664,49.636375,2025,Bari,0
Conflict,Conflict,11,6,0.14325,42.800965000000005,2025,Middle Juba,0
Conflict,Conflict,11,6,3.71906,41.937245,2025,Gedo,0
Disaster,Drought,11,6,7.8022,48.39912,2025,Other,0
Disaster,Drought,11,6,8.775685,48.61053,2025,Other,0
Disaster,Drought,11,6,0.54611095,42.48810855,2025,Middle Juba,0
Conflict,Conflict,11,6,3.206,42.35912,2025,Gedo,0
Disaster,Drought,11,6,9.52213,45.53363,2025,Other,0
Disaster,Drought,11,6,9.28238,46.49009,2025,Other,0
Conflict,Conflict,11,6,2.12264,45.27402,2025,Other,1
Disaster,Drought,11,6,2.81513,42.84011,2025,Bay,0
Disaster,Drought,11,6,8.394169999999999,48.0218,2025,Sanaag,0
Disaster,Drought,11,6,10.14761,46.68854,2025,Sanaag,0
Disaster,Drought,11,6,9.402255,46.01186,2025,Other,0
Disaster,Drought,11,6,10.92131,49.39993,2025,Bari,0
Disaster,Drought,11,6,10.625525,48.515795,2025,Sanaag,0
Conflict,Conflict,11,6,0.82276595,42.33022355,2025,Middle Juba,0
Conflict,Conflict,11,6,3.81645,43.43285,2025,Bakool,0
Conflict,Conflict,11,6,0.63523,42.30405,2025,Lower Juba,0
Conflict,Conflict,11,6,1.03809095,41.99119355,2025,Other,0
Conflict,Conflict,11,6,-0.1442449999999999,42.645165000000006,2025,Lower Juba,0
Conflict,Conflict,11,6,10.61616,47.36795,2025,Sanaag,1
Disaster,Drought,11,6,8.860195000000001,47.063255,2025,Other,1
Disaster,Drought,11,6,9.53816,47.01462,2025,Other,1
Disaster,Drought,11,6,8.8009,47.08438,2025,Other,1
Disaster,Drought,11,6,8.980070000000001,46.585025,2025,Other,1
Disaster,Drought,11,6,3.43559,41.7337,2025,Gedo,0
Disaster,Drought,11,6,7.16241,49.00102,2025,Mudug,0
Conflict,Conflict,11,6,0.25861595,42.33230855,2025,Lower Juba,0
Disaster,Drought,11,6,0.82276595,42.33022355,2025,Middle Juba,0
Disaster,Drought,11,6,2.40941,42.97458,2025,Bay,0
Disaster,Drought,11,6,8.95208,48.995245,2025,Other,0
Disaster,Drought,11,6,3.90949,42.786820000000006,2025,Gedo,0
Disaster,Drought,11,6,10.381885,47.028245,2025,Sanaag,1
Disaster,Drought,11,6,3.4987527,46.5933382,2025,Other,0
Disaster,Drought,11,6,3.80315,42.54417,2025,Gedo,0
Disaster,Drought,11,6,6.76972,47.43083,2025,Mudug,0
Conflict,Conflict,11,6,3.8098,42.988510000000005,2025,Gedo,0
Disaster,Drought,11,6,7.10079,48.11134,2025,Mudug,0
Disaster,Drought,11,6,6.904445000000001,47.326245,2025,Mudug,0
Conflict,Conflict,11,6,10.92131,49.39993,2025,Bari,0
Disaster,Drought,11,6,10.53683,48.69568,2025,Sanaag,0
Disaster,Drought,11,6,4.72434,45.37964,2025,Hiiraan,0
Disaster,Drought,11,6,10.71422,48.33591,2025,Sanaag,0
Disaster,Drought,11,6,3.20597,42.557685000000006,2025,Bay,0
Disaster,Drought,11,6,1.03809095,41.99119355,2025,Other,0
Conflict,Conflict,11,6,0.54611095,42.48810855,2025,Middle Juba,0
Conflict,Conflict,11,6,4.029865,43.322235000000006,2025,Bakool,0
